yyyymmdd,area,sex,frequency,tot_person,num_risk_age
20120624,대구,1,0.0,1250491.0,470484.0
20120624,대구,2,0.0,1256486.0,309341.0
20120624,대전,1,0.0,762685.0,263016.0
20120624,대전,2,0.0,759910.0,159906.0
20120624,부산,1,1.0,1757050.0,730237.0
20120624,부산,2,3.0,1785189.0,501801.0
20120624,서울,1,2.0,5062494.0,1880652.0
20120624,서울,2,2.0,5169787.0,1234975.0
20120624,세종,1,0.0,52624.0,21840.0
20120624,세종,2,0.0,50503.0,16138.0
20120624,울산,1,0.0,587128.0,205657.0
20120624,울산,2,0.0,553826.0,106221.0
20120624,인천,1,0.0,1420391.0,513213.0
20120624,인천,2,2.0,1400603.0,294589.0
20120624,전남,1,1.0,954909.0,420436.0
20120624,전남,2,0.0,955798.0,338913.0
20120624,전북,1,5.0,933572.0,382798.0
20120624,전북,2,0.0,939521.0,291859.0
20120624,제주,1,0.0,290194.0,107661.0
20120624,제주,2,0.0,289665.0,75969.0
20120624,충남,1,2.0,1070155.0,424200.0
20120624,충남,2,2.0,1044444.0,308606.0
20120624,충북,1,0.0,790061.0,309642.0
20120624,충북,2,1.0,776931.0,213681.0
20120625,강원,1,1.0,774162.0,326705.0
20120625,강원,2,1.0,763588.0,233382.0
20120625,경기,1,4.0,6050717.0,2091571.0
20120625,경기,2,5.0,5958433.0,1209469.0
20120625,경남,1,3.0,1667237.0,631431.0
20120625,경남,2,4.0,1645970.0,437550.0
20120625,경북,1,3.0,1353724.0,571862.0
20120625,경북,2,2.0,1341389.0,433544.0
20120625,광주,1,1.0,727057.0,241483.0
20120625,광주,2,2.0,739331.0,156418.0
20120625,대구,1,2.0,1250491.0,470484.0
20120625,대구,2,0.0,1256486.0,309341.0
20120625,대전,1,0.0,762685.0,263016.0
20120625,대전,2,1.0,759910.0,159906.0
20120625,부산,1,4.0,1757050.0,730237.0
20120625,부산,2,1.0,1785189.0,501801.0
20120625,서울,1,3.0,5062494.0,1880652.0
20120625,서울,2,3.0,5169787.0,1234975.0
20120625,세종,1,0.0,52624.0,21840.0
20120625,세종,2,0.0,50503.0,16138.0
20120625,울산,1,0.0,587128.0,205657.0
20120625,울산,2,0.0,553826.0,106221.0
20120625,인천,1,1.0,1420391.0,513213.0
20120625,인천,2,1.0,1400603.0,294589.0
20120625,전남,1,1.0,954909.0,420436.0
20120625,전남,2,1.0,955798.0,338913.0
20120625,전북,1,2.0,933572.0,382798.0
20120625,전북,2,1.0,939521.0,291859.0
20120625,제주,1,0.0,290194.0,107661.0
20120625,제주,2,1.0,289665.0,75969.0
20120625,충남,1,0.0,1070155.0,424200.0
20120625,충남,2,0.0,1044444.0,308606.0
20120625,충북,1,0.0,790061.0,309642.0
20120625,충북,2,0.0,776931.0,213681.0
20120626,강원,1,0.0,774162.0,326705.0
20120626,강원,2,2.0,763588.0,233382.0
20120626,경기,1,3.0,6050717.0,2091571.0
20120626,경기,2,4.0,5958433.0,1209469.0
20120626,경남,1,0.0,1667237.0,631431.0
20120626,경남,2,3.0,1645970.0,437550.0
20120626,경북,1,2.0,1353724.0,571862.0
20120626,경북,2,3.0,1341389.0,433544.0
20120626,광주,1,0.0,727057.0,241483.0
20120626,광주,2,1.0,739331.0,156418.0
20120626,대구,1,0.0,1250491.0,470484.0
20120626,대구,2,1.0,1256486.0,309341.0
20120626,대전,1,1.0,762685.0,263016.0
20120626,대전,2,0.0,759910.0,159906.0
20120626,부산,1,1.0,1757050.0,730237.0
20120626,부산,2,3.0,1785189.0,501801.0
20120626,서울,1,5.0,5062494.0,1880652.0
20120626,서울,2,2.0,5169787.0,1234975.0
20120626,세종,1,1.0,52624.0,21840.0
20120626,세종,2,0.0,50503.0,16138.0
20120626,울산,1,0.0,587128.0,205657.0
20120626,울산,2,0.0,553826.0,106221.0
20120626,인천,1,0.0,1420391.0,513213.0
20120626,인천,2,1.0,1400603.0,294589.0
20120626,전남,1,1.0,954909.0,420436.0
20120626,전남,2,0.0,955798.0,338913.0
20120626,전북,1,0.0,933572.0,382798.0
20120626,전북,2,0.0,939521.0,291859.0
20120626,제주,1,0.0,290194.0,107661.0
20120626,제주,2,0.0,289665.0,75969.0
20120626,충남,1,1.0,1070155.0,424200.0
20120626,충남,2,0.0,1044444.0,308606.0
20120626,충북,1,3.0,790061.0,309642.0
20120626,충북,2,2.0,776931.0,213681.0
20120627,강원,1,0.0,774162.0,326705.0
20120627,강원,2,1.0,763588.0,233382.0
20120627,경기,1,6.0,6050717.0,2091571.0
20120627,경기,2,1.0,5958433.0,1209469.0
20120627,경남,1,3.0,1667237.0,631431.0
20120627,경남,2,1.0,1645970.0,437550.0
20120627,경북,1,2.0,1353724.0,571862.0
20120627,경북,2,5.0,1341389.0,433544.0
20120627,광주,1,0.0,727057.0,241483.0
20120627,광주,2,0.0,739331.0,156418.0
20120627,대구,1,0.0,1250491.0,470484.0
20120627,대구,2,0.0,1256486.0,309341.0
20120627,대전,1,0.0,762685.0,263016.0
20120627,대전,2,2.0,759910.0,159906.0
20120627,부산,1,5.0,1757050.0,730237.0
20120627,부산,2,4.0,1785189.0,501801.0
20120627,서울,1,3.0,5062494.0,1880652.0
20120627,서울,2,4.0,5169787.0,1234975.0
20120627,세종,1,0.0,52624.0,21840.0
20120627,세종,2,0.0,50503.0,16138.0
20120627,울산,1,0.0,587128.0,205657.0
20120627,울산,2,0.0,553826.0,106221.0
20120627,인천,1,3.0,1420391.0,513213.0
20120627,인천,2,0.0,1400603.0,294589.0
20120627,전남,1,3.0,954909.0,420436.0
20120627,전남,2,0.0,955798.0,338913.0
20120627,전북,1,1.0,933572.0,382798.0
20120627,전북,2,2.0,939521.0,291859.0
20120627,제주,1,0.0,290194.0,107661.0
20120627,제주,2,0.0,289665.0,75969.0
20120627,충남,1,0.0,1070155.0,424200.0
20120627,충남,2,2.0,1044444.0,308606.0
20120627,충북,1,0.0,790061.0,309642.0
20120627,충북,2,1.0,776931.0,213681.0
20120628,강원,1,0.0,774162.0,326705.0
20120628,강원,2,4.0,763588.0,233382.0
20120628,경기,1,4.0,6050717.0,2091571.0
20120628,경기,2,2.0,5958433.0,1209469.0
20120628,경남,1,3.0,1667237.0,631431.0
20120628,경남,2,2.0,1645970.0,437550.0
20120628,경북,1,1.0,1353724.0,571862.0
20120628,경북,2,2.0,1341389.0,433544.0
20120628,광주,1,0.0,727057.0,241483.0
20120628,광주,2,1.0,739331.0,156418.0
20120628,대구,1,0.0,1250491.0,470484.0
20120628,대구,2,1.0,1256486.0,309341.0
20120628,대전,1,1.0,762685.0,263016.0
20120628,대전,2,1.0,759910.0,159906.0
20120628,부산,1,1.0,1757050.0,730237.0
20120628,부산,2,0.0,1785189.0,501801.0
20120628,서울,1,4.0,5062494.0,1880652.0
20120628,서울,2,4.0,5169787.0,1234975.0
20120628,세종,1,0.0,52624.0,21840.0
20120628,세종,2,0.0,50503.0,16138.0
20120628,울산,1,0.0,587128.0,205657.0
20120628,울산,2,0.0,553826.0,106221.0
20120628,인천,1,0.0,1420391.0,513213.0
20120628,인천,2,1.0,1400603.0,294589.0
20120628,전남,1,0.0,954909.0,420436.0
20120628,전남,2,0.0,955798.0,338913.0
20120628,전북,1,0.0,933572.0,382798.0
20120628,전북,2,4.0,939521.0,291859.0
20120628,제주,1,1.0,290194.0,107661.0
20120628,제주,2,0.0,289665.0,75969.0
20120628,충남,1,0.0,1070155.0,424200.0
20120628,충남,2,1.0,1044444.0,308606.0
20120628,충북,1,1.0,790061.0,309642.0
20120628,충북,2,1.0,776931.0,213681.0
20120629,강원,1,1.0,774162.0,326705.0
20120629,강원,2,0.0,763588.0,233382.0
20120629,경기,1,5.0,6050717.0,2091571.0
20120629,경기,2,6.0,5958433.0,1209469.0
20120629,경남,1,3.0,1667237.0,631431.0
20120629,경남,2,4.0,1645970.0,437550.0
20120629,경북,1,1.0,1353724.0,571862.0
20120629,경북,2,3.0,1341389.0,433544.0
20120629,광주,1,1.0,727057.0,241483.0
20120629,광주,2,1.0,739331.0,156418.0
20120629,대구,1,0.0,1250491.0,470484.0
20120629,대구,2,2.0,1256486.0,309341.0
20120629,대전,1,1.0,762685.0,263016.0
20120629,대전,2,0.0,759910.0,159906.0
20120629,부산,1,0.0,1757050.0,730237.0
20120629,부산,2,6.0,1785189.0,501801.0
20120629,서울,1,1.0,5062494.0,1880652.0
20120629,서울,2,6.0,5169787.0,1234975.0
20120629,세종,1,0.0,52624.0,21840.0
20120629,세종,2,0.0,50503.0,16138.0
20120629,울산,1,1.0,587128.0,205657.0
20120629,울산,2,2.0,553826.0,106221.0
20120629,인천,1,2.0,1420391.0,513213.0
20120629,인천,2,2.0,1400603.0,294589.0
20120629,전남,1,1.0,954909.0,420436.0
20120629,전남,2,2.0,955798.0,338913.0
20120629,전북,1,3.0,933572.0,382798.0
20120629,전북,2,2.0,939521.0,291859.0
20120629,제주,1,1.0,290194.0,107661.0
20120629,제주,2,1.0,289665.0,75969.0
20120629,충남,1,1.0,1070155.0,424200.0
20120629,충남,2,2.0,1044444.0,308606.0
20120629,충북,1,1.0,790061.0,309642.0
20120629,충북,2,1.0,776931.0,213681.0
20120630,강원,1,3.0,774162.0,326705.0
20120630,강원,2,2.0,763588.0,233382.0
20120630,경기,1,3.0,6050717.0,2091571.0
20120630,경기,2,2.0,5958433.0,1209469.0
20120630,경남,1,0.0,1667237.0,631431.0
20120630,경남,2,1.0,1645970.0,437550.0
20120630,경북,1,4.0,1353724.0,571862.0
20120630,경북,2,1.0,1341389.0,433544.0
20120630,광주,1,0.0,727057.0,241483.0
20120630,광주,2,0.0,739331.0,156418.0
20120630,대구,1,2.0,1250491.0,470484.0
20120630,대구,2,3.0,1256486.0,309341.0
20120630,대전,1,1.0,762685.0,263016.0
20120630,대전,2,0.0,759910.0,159906.0
20120630,부산,1,1.0,1757050.0,730237.0
20120630,부산,2,3.0,1785189.0,501801.0
20120630,서울,1,3.0,5062494.0,1880652.0
20120630,서울,2,1.0,5169787.0,1234975.0
20120630,세종,1,0.0,52624.0,21840.0
20120630,세종,2,0.0,50503.0,16138.0
20120630,울산,1,0.0,587128.0,205657.0
20120630,울산,2,1.0,553826.0,106221.0
20120630,인천,1,0.0,1420391.0,513213.0
20120630,인천,2,0.0,1400603.0,294589.0
20120630,전남,1,0.0,954909.0,420436.0
20120630,전남,2,1.0,955798.0,338913.0
20120630,전북,1,1.0,933572.0,382798.0
20120630,전북,2,3.0,939521.0,291859.0
20120630,제주,1,0.0,290194.0,107661.0
20120630,제주,2,0.0,289665.0,75969.0
20120630,충남,1,0.0,1070155.0,424200.0
20120630,충남,2,2.0,1044444.0,308606.0
20120630,충북,1,2.0,790061.0,309642.0
20120630,충북,2,1.0,776931.0,213681.0
20120701,강원,1,2.0,774287.0,327404.0
20120701,강원,2,0.0,763911.0,234016.0
20120701,경기,1,6.0,6057142.0,2098146.0
20120701,경기,2,7.0,5964280.0,1213954.0
20120701,경남,1,0.0,1667629.0,632806.0
20120701,경남,2,6.0,1646060.0,438702.0
20120701,경북,1,6.0,1353639.0,572853.0
20120701,경북,2,1.0,1341624.0,434281.0
20120701,광주,1,1.0,727255.0,242150.0
20120701,광주,2,3.0,739775.0,156985.0
20120701,대구,1,3.0,1250452.0,471434.0
20120701,대구,2,1.0,1256517.0,310212.0
20120701,대전,1,0.0,762642.0,263513.0
20120701,대전,2,3.0,759939.0,160471.0
20120701,부산,1,2.0,1756971.0,731386.0
20120701,부산,2,1.0,1785247.0,503398.0
20120701,서울,1,6.0,5059710.0,1883059.0
20120701,서울,2,3.0,5168051.0,1238268.0
20120701,세종,1,0.0,105248.0,43680.0
20120701,세종,2,0.0,101006.0,32276.0
20120701,울산,1,0.0,587424.0,206184.0
20120701,울산,2,0.0,554059.0,106656.0
20120701,인천,1,4.0,1421784.0,514646.0
20120701,인천,2,1.0,1402366.0,295944.0
20120701,전남,1,3.0,954667.0,421158.0
20120701,전남,2,3.0,955631.0,339448.0
20120701,전북,1,7.0,933365.0,383364.0
20120701,전북,2,3.0,939465.0,292376.0
20120701,제주,1,0.0,290710.0,108102.0
20120701,제주,2,1.0,290084.0,76205.0
20120701,충남,1,1.0,1022956.0,405004.0
20120701,충남,2,1.0,998820.0,294364.0
20120701,충북,1,2.0,787157.0,308746.0
20120701,충북,2,2.0,774336.0,213131.0
20120702,강원,1,1.0,774287.0,327404.0
20120702,강원,2,0.0,763911.0,234016.0
20120702,경기,1,3.0,6057142.0,2098146.0
20120702,경기,2,5.0,5964280.0,1213954.0
20120702,경남,1,2.0,1667629.0,632806.0
20120702,경남,2,4.0,1646060.0,438702.0
20120702,경북,1,0.0,1353639.0,572853.0
20120702,경북,2,3.0,1341624.0,434281.0
20120702,광주,1,3.0,727255.0,242150.0
20120702,광주,2,1.0,739775.0,156985.0
20120702,대구,1,1.0,1250452.0,471434.0
20120702,대구,2,2.0,1256517.0,310212.0
20120702,대전,1,2.0,762642.0,263513.0
20120702,대전,2,0.0,759939.0,160471.0
20120702,부산,1,3.0,1756971.0,731386.0
20120702,부산,2,1.0,1785247.0,503398.0
20120702,서울,1,4.0,5059710.0,1883059.0
20120702,서울,2,2.0,5168051.0,1238268.0
20120702,세종,1,0.0,105248.0,43680.0
20120702,세종,2,0.0,101006.0,32276.0
20120702,울산,1,1.0,587424.0,206184.0
20120702,울산,2,0.0,554059.0,106656.0
20120702,인천,1,1.0,1421784.0,514646.0
20120702,인천,2,1.0,1402366.0,295944.0
20120702,전남,1,2.0,954667.0,421158.0
20120702,전남,2,3.0,955631.0,339448.0
20120702,전북,1,1.0,933365.0,383364.0
20120702,전북,2,2.0,939465.0,292376.0
20120702,제주,1,1.0,290710.0,108102.0
20120702,제주,2,1.0,290084.0,76205.0
20120702,충남,1,0.0,1022956.0,405004.0
20120702,충남,2,2.0,998820.0,294364.0
20120702,충북,1,0.0,787157.0,308746.0
20120702,충북,2,0.0,774336.0,213131.0
20120703,강원,1,2.0,774287.0,327404.0
20120703,강원,2,1.0,763911.0,234016.0
20120703,경기,1,6.0,6057142.0,2098146.0
20120703,경기,2,8.0,5964280.0,1213954.0
20120703,경남,1,1.0,1667629.0,632806.0
20120703,경남,2,2.0,1646060.0,438702.0
20120703,경북,1,2.0,1353639.0,572853.0
20120703,경북,2,4.0,1341624.0,434281.0
20120703,광주,1,1.0,727255.0,242150.0
20120703,광주,2,0.0,739775.0,156985.0
20120703,대구,1,3.0,1250452.0,471434.0
20120703,대구,2,2.0,1256517.0,310212.0
20120703,대전,1,0.0,762642.0,263513.0
20120703,대전,2,2.0,759939.0,160471.0
20120703,부산,1,2.0,1756971.0,731386.0
20120703,부산,2,0.0,1785247.0,503398.0
20120703,서울,1,3.0,5059710.0,1883059.0
20120703,서울,2,6.0,5168051.0,1238268.0
20120703,세종,1,0.0,105248.0,43680.0
20120703,세종,2,0.0,101006.0,32276.0
20120703,울산,1,1.0,587424.0,206184.0
20120703,울산,2,0.0,554059.0,106656.0
20120703,인천,1,0.0,1421784.0,514646.0
20120703,인천,2,1.0,1402366.0,295944.0
20120703,전남,1,5.0,954667.0,421158.0
20120703,전남,2,1.0,955631.0,339448.0
20120703,전북,1,5.0,933365.0,383364.0
20120703,전북,2,2.0,939465.0,292376.0
20120703,제주,1,0.0,290710.0,108102.0
20120703,제주,2,1.0,290084.0,76205.0
20120703,충남,1,3.0,1022956.0,405004.0
20120703,충남,2,1.0,998820.0,294364.0
20120703,충북,1,1.0,787157.0,308746.0
20120703,충북,2,1.0,774336.0,213131.0
20120704,강원,1,0.0,774287.0,327404.0
20120704,강원,2,0.0,763911.0,234016.0
20120704,경기,1,6.0,6057142.0,2098146.0
20120704,경기,2,9.0,5964280.0,1213954.0
20120704,경남,1,0.0,1667629.0,632806.0
20120704,경남,2,2.0,1646060.0,438702.0
20120704,경북,1,2.0,1353639.0,572853.0
20120704,경북,2,2.0,1341624.0,434281.0
20120704,광주,1,1.0,727255.0,242150.0
20120704,광주,2,0.0,739775.0,156985.0
20120704,대구,1,2.0,1250452.0,471434.0
20120704,대구,2,0.0,1256517.0,310212.0
20120704,대전,1,1.0,762642.0,263513.0
20120704,대전,2,1.0,759939.0,160471.0
20120704,부산,1,0.0,1756971.0,731386.0
20120704,부산,2,1.0,1785247.0,503398.0
20120704,서울,1,4.0,5059710.0,1883059.0
20120704,서울,2,5.0,5168051.0,1238268.0
20120704,세종,1,0.0,105248.0,43680.0
20120704,세종,2,0.0,101006.0,32276.0
20120704,울산,1,0.0,587424.0,206184.0
20120704,울산,2,0.0,554059.0,106656.0
20120704,인천,1,2.0,1421784.0,514646.0
20120704,인천,2,1.0,1402366.0,295944.0
20120704,전남,1,2.0,954667.0,421158.0
20120704,전남,2,2.0,955631.0,339448.0
20120704,전북,1,0.0,933365.0,383364.0
20120704,전북,2,1.0,939465.0,292376.0
20120704,제주,1,0.0,290710.0,108102.0
20120704,제주,2,0.0,290084.0,76205.0
20120704,충남,1,0.0,1022956.0,405004.0
20120704,충남,2,0.0,998820.0,294364.0
20120704,충북,1,1.0,787157.0,308746.0
20120704,충북,2,0.0,774336.0,213131.0
20120705,강원,1,0.0,774287.0,327404.0
20120705,강원,2,1.0,763911.0,234016.0
20120705,경기,1,1.0,6057142.0,2098146.0
20120705,경기,2,3.0,5964280.0,1213954.0
20120705,경남,1,2.0,1667629.0,632806.0
20120705,경남,2,2.0,1646060.0,438702.0
20120705,경북,1,1.0,1353639.0,572853.0
20120705,경북,2,1.0,1341624.0,434281.0
20120705,광주,1,0.0,727255.0,242150.0
20120705,광주,2,1.0,739775.0,156985.0
20120705,대구,1,1.0,1250452.0,471434.0
20120705,대구,2,2.0,1256517.0,310212.0
20120705,대전,1,0.0,762642.0,263513.0
20120705,대전,2,2.0,759939.0,160471.0
20120705,부산,1,3.0,1756971.0,731386.0
20120705,부산,2,0.0,1785247.0,503398.0
20120705,서울,1,3.0,5059710.0,1883059.0
20120705,서울,2,5.0,5168051.0,1238268.0
20120705,세종,1,0.0,105248.0,43680.0
20120705,세종,2,0.0,101006.0,32276.0
20120705,울산,1,0.0,587424.0,206184.0
20120705,울산,2,0.0,554059.0,106656.0
20120705,인천,1,1.0,1421784.0,514646.0
20120705,인천,2,2.0,1402366.0,295944.0
20120705,전남,1,0.0,954667.0,421158.0
20120705,전남,2,4.0,955631.0,339448.0
20120705,전북,1,2.0,933365.0,383364.0
20120705,전북,2,2.0,939465.0,292376.0
20120705,제주,1,0.0,290710.0,108102.0
20120705,제주,2,0.0,290084.0,76205.0
20120705,충남,1,1.0,1022956.0,405004.0
20120705,충남,2,1.0,998820.0,294364.0
20120705,충북,1,3.0,787157.0,308746.0
20120705,충북,2,0.0,774336.0,213131.0
20120706,강원,1,2.0,774287.0,327404.0
20120706,강원,2,0.0,763911.0,234016.0
20120706,경기,1,5.0,6057142.0,2098146.0
20120706,경기,2,3.0,5964280.0,1213954.0
20120706,경남,1,1.0,1667629.0,632806.0
20120706,경남,2,4.0,1646060.0,438702.0
20120706,경북,1,1.0,1353639.0,572853.0
20120706,경북,2,0.0,1341624.0,434281.0
20120706,광주,1,0.0,727255.0,242150.0
20120706,광주,2,0.0,739775.0,156985.0
20120706,대구,1,0.0,1250452.0,471434.0
20120706,대구,2,0.0,1256517.0,310212.0
20120706,대전,1,2.0,762642.0,263513.0
20120706,대전,2,0.0,759939.0,160471.0
20120706,부산,1,1.0,1756971.0,731386.0
20120706,부산,2,2.0,1785247.0,503398.0
20120706,서울,1,2.0,5059710.0,1883059.0
20120706,서울,2,4.0,5168051.0,1238268.0
20120706,세종,1,0.0,105248.0,43680.0
20120706,세종,2,0.0,101006.0,32276.0
20120706,울산,1,0.0,587424.0,206184.0
20120706,울산,2,2.0,554059.0,106656.0
20120706,인천,1,3.0,1421784.0,514646.0
20120706,인천,2,0.0,1402366.0,295944.0
20120706,전남,1,1.0,954667.0,421158.0
20120706,전남,2,0.0,955631.0,339448.0
20120706,전북,1,1.0,933365.0,383364.0
20120706,전북,2,5.0,939465.0,292376.0
20120706,제주,1,0.0,290710.0,108102.0
20120706,제주,2,0.0,290084.0,76205.0
20120706,충남,1,0.0,1022956.0,405004.0
20120706,충남,2,2.0,998820.0,294364.0
20120706,충북,1,2.0,787157.0,308746.0
20120706,충북,2,1.0,774336.0,213131.0
20120707,강원,1,3.0,774287.0,327404.0
20120707,강원,2,1.0,763911.0,234016.0
20120707,경기,1,7.0,6057142.0,2098146.0
20120707,경기,2,3.0,5964280.0,1213954.0
20120707,경남,1,2.0,1667629.0,632806.0
20120707,경남,2,1.0,1646060.0,438702.0
20120707,경북,1,2.0,1353639.0,572853.0
20120707,경북,2,3.0,1341624.0,434281.0
20120707,광주,1,0.0,727255.0,242150.0
20120707,광주,2,1.0,739775.0,156985.0
20120707,대구,1,0.0,1250452.0,471434.0
20120707,대구,2,3.0,1256517.0,310212.0
20120707,대전,1,1.0,762642.0,263513.0
20120707,대전,2,0.0,759939.0,160471.0
20120707,부산,1,0.0,1756971.0,731386.0
20120707,부산,2,2.0,1785247.0,503398.0
20120707,서울,1,2.0,5059710.0,1883059.0
20120707,서울,2,2.0,5168051.0,1238268.0
20120707,세종,1,0.0,105248.0,43680.0
20120707,세종,2,0.0,101006.0,32276.0
20120707,울산,1,0.0,587424.0,206184.0
20120707,울산,2,0.0,554059.0,106656.0
20120707,인천,1,0.0,1421784.0,514646.0
20120707,인천,2,2.0,1402366.0,295944.0
20120707,전남,1,0.0,954667.0,421158.0
20120707,전남,2,1.0,955631.0,339448.0
20120707,전북,1,0.0,933365.0,383364.0
20120707,전북,2,1.0,939465.0,292376.0
20120707,제주,1,1.0,290710.0,108102.0
20120707,제주,2,0.0,290084.0,76205.0
20120707,충남,1,0.0,1022956.0,405004.0
20120707,충남,2,1.0,998820.0,294364.0
20120707,충북,1,0.0,787157.0,308746.0
20120707,충북,2,0.0,774336.0,213131.0
20120708,강원,1,0.0,774287.0,327404.0
20120708,강원,2,1.0,763911.0,234016.0
20120708,경기,1,1.0,6057142.0,2098146.0
20120708,경기,2,7.0,5964280.0,1213954.0
20120708,경남,1,2.0,1667629.0,632806.0
20120708,경남,2,3.0,1646060.0,438702.0
20120708,경북,1,4.0,1353639.0,572853.0
20120708,경북,2,0.0,1341624.0,434281.0
20120708,광주,1,0.0,727255.0,242150.0
20120708,광주,2,0.0,739775.0,156985.0
20120708,대구,1,0.0,1250452.0,471434.0
20120708,대구,2,0.0,1256517.0,310212.0
20120708,대전,1,1.0,762642.0,263513.0
20120708,대전,2,2.0,759939.0,160471.0
20120708,부산,1,2.0,1756971.0,731386.0
20120708,부산,2,0.0,1785247.0,503398.0
20120708,서울,1,2.0,5059710.0,1883059.0
20120708,서울,2,2.0,5168051.0,1238268.0
20120708,세종,1,0.0,105248.0,43680.0
20120708,세종,2,0.0,101006.0,32276.0
20120708,울산,1,0.0,587424.0,206184.0
20120708,울산,2,0.0,554059.0,106656.0
20120708,인천,1,2.0,1421784.0,514646.0
20120708,인천,2,0.0,1402366.0,295944.0
20120708,전남,1,1.0,954667.0,421158.0
20120708,전남,2,0.0,955631.0,339448.0
20120708,전북,1,2.0,933365.0,383364.0
20120708,전북,2,3.0,939465.0,292376.0
20120708,제주,1,0.0,290710.0,108102.0
20120708,제주,2,0.0,290084.0,76205.0
20120708,충남,1,1.0,1022956.0,405004.0
20120708,충남,2,3.0,998820.0,294364.0
20120708,충북,1,1.0,787157.0,308746.0
20120708,충북,2,0.0,774336.0,213131.0
20120709,강원,1,1.0,774287.0,327404.0
20120709,강원,2,3.0,763911.0,234016.0
20120709,경기,1,2.0,6057142.0,2098146.0
20120709,경기,2,4.0,5964280.0,1213954.0
20120709,경남,1,1.0,1667629.0,632806.0
20120709,경남,2,2.0,1646060.0,438702.0
20120709,경북,1,1.0,1353639.0,572853.0
20120709,경북,2,2.0,1341624.0,434281.0
20120709,광주,1,1.0,727255.0,242150.0
20120709,광주,2,0.0,739775.0,156985.0
20120709,대구,1,0.0,1250452.0,471434.0
20120709,대구,2,0.0,1256517.0,310212.0
20120709,대전,1,1.0,762642.0,263513.0
20120709,대전,2,0.0,759939.0,160471.0
20120709,부산,1,4.0,1756971.0,731386.0
20120709,부산,2,4.0,1785247.0,503398.0
20120709,서울,1,6.0,5059710.0,1883059.0
20120709,서울,2,1.0,5168051.0,1238268.0
20120709,세종,1,0.0,105248.0,43680.0
20120709,세종,2,0.0,101006.0,32276.0
20120709,울산,1,0.0,587424.0,206184.0
20120709,울산,2,1.0,554059.0,106656.0
20120709,인천,1,1.0,1421784.0,514646.0
20120709,인천,2,0.0,1402366.0,295944.0
20120709,전남,1,2.0,954667.0,421158.0
20120709,전남,2,2.0,955631.0,339448.0
20120709,전북,1,2.0,933365.0,383364.0
20120709,전북,2,1.0,939465.0,292376.0
20120709,제주,1,1.0,290710.0,108102.0
20120709,제주,2,2.0,290084.0,76205.0
20120709,충남,1,1.0,1022956.0,405004.0
20120709,충남,2,3.0,998820.0,294364.0
20120709,충북,1,0.0,787157.0,308746.0
20120709,충북,2,0.0,774336.0,213131.0
20120710,강원,1,0.0,774287.0,327404.0
20120710,강원,2,2.0,763911.0,234016.0
20120710,경기,1,4.0,6057142.0,2098146.0
20120710,경기,2,5.0,5964280.0,1213954.0
20120710,경남,1,3.0,1667629.0,632806.0
20120710,경남,2,0.0,1646060.0,438702.0
20120710,경북,1,0.0,1353639.0,572853.0
20120710,경북,2,4.0,1341624.0,434281.0
20120710,광주,1,0.0,727255.0,242150.0
20120710,광주,2,1.0,739775.0,156985.0
20120710,대구,1,0.0,1250452.0,471434.0
20120710,대구,2,2.0,1256517.0,310212.0
20120710,대전,1,0.0,762642.0,263513.0
20120710,대전,2,2.0,759939.0,160471.0
20120710,부산,1,3.0,1756971.0,731386.0
20120710,부산,2,2.0,1785247.0,503398.0
20120710,서울,1,4.0,5059710.0,1883059.0
20120710,서울,2,1.0,5168051.0,1238268.0
20120710,세종,1,0.0,105248.0,43680.0
20120710,세종,2,0.0,101006.0,32276.0
20120710,울산,1,0.0,587424.0,206184.0
20120710,울산,2,2.0,554059.0,106656.0
20120710,인천,1,2.0,1421784.0,514646.0
20120710,인천,2,2.0,1402366.0,295944.0
20120710,전남,1,1.0,954667.0,421158.0
20120710,전남,2,0.0,955631.0,339448.0
20120710,전북,1,2.0,933365.0,383364.0
20120710,전북,2,1.0,939465.0,292376.0
20120710,제주,1,1.0,290710.0,108102.0
20120710,제주,2,0.0,290084.0,76205.0
20120710,충남,1,0.0,1022956.0,405004.0
20120710,충남,2,1.0,998820.0,294364.0
20120710,충북,1,0.0,787157.0,308746.0
20120710,충북,2,0.0,774336.0,213131.0
20120711,강원,1,1.0,774287.0,327404.0
20120711,강원,2,0.0,763911.0,234016.0
20120711,경기,1,5.0,6057142.0,2098146.0
20120711,경기,2,3.0,5964280.0,1213954.0
20120711,경남,1,0.0,1667629.0,632806.0
20120711,경남,2,2.0,1646060.0,438702.0
20120711,경북,1,3.0,1353639.0,572853.0
20120711,경북,2,1.0,1341624.0,434281.0
20120711,광주,1,1.0,727255.0,242150.0
20120711,광주,2,0.0,739775.0,156985.0
20120711,대구,1,0.0,1250452.0,471434.0
20120711,대구,2,1.0,1256517.0,310212.0
20120711,대전,1,1.0,762642.0,263513.0
20120711,대전,2,0.0,759939.0,160471.0
20120711,부산,1,1.0,1756971.0,731386.0
20120711,부산,2,2.0,1785247.0,503398.0
20120711,서울,1,5.0,5059710.0,1883059.0
20120711,서울,2,0.0,5168051.0,1238268.0
20120711,세종,1,0.0,105248.0,43680.0
20120711,세종,2,0.0,101006.0,32276.0
20120711,울산,1,1.0,587424.0,206184.0
20120711,울산,2,1.0,554059.0,106656.0
20120711,인천,1,1.0,1421784.0,514646.0
20120711,인천,2,0.0,1402366.0,295944.0
