,Unnamed,yyyymmdd,area,sex,frequency,general_hospits_num,general_hospits_bed,hospits_num,hospits_bed,affiliated_hospits_num,affiliated_hospits_bed
1650,1651,20120218,세종,1,0,0,0,1,91,1,0
1651,1652,20120218,세종,2,0,0,0,1,91,1,0
1652,1653,20120218,울산,1,0,4,2230,41,4681,6,0
1653,1654,20120218,울산,2,1,4,2230,41,4681,6,0
1654,1655,20120218,인천,1,2,16,6754,45,6025,4,0
1655,1656,20120218,인천,2,4,16,6754,45,6025,4,0
1656,1657,20120218,전남,1,0,22,6686,64,8256,6,31
1657,1658,20120218,전남,2,0,22,6686,64,8256,6,31
1658,1659,20120218,전북,1,1,13,5233,68,8172,3,45
1659,1660,20120218,전북,2,1,13,5233,68,8172,3,45
1660,1661,20120218,제주,1,0,6,2128,6,809,5,12
1661,1662,20120218,제주,2,0,6,2128,6,809,5,12
1662,1663,20120218,충남,1,1,12,4672,43,4669,13,25
1663,1664,20120218,충남,2,0,12,4672,43,4669,13,25
1664,1665,20120218,충북,1,1,11,4090,35,4407,8,87
1665,1666,20120218,충북,2,2,11,4090,35,4407,8,87
1666,1667,20120219,강원,1,0,15,5228,37,4843,5,27
1667,1668,20120219,강원,2,3,15,5228,37,4843,5,27
1668,1669,20120219,경기,1,9,55,21580,245,26303,31,244
1669,1670,20120219,경기,2,8,55,21580,245,26303,31,244
1670,1671,20120219,경남,1,4,24,8372,117,16130,10,25
1671,1672,20120219,경남,2,4,24,8372,117,16130,10,25
1672,1673,20120219,경북,1,0,18,6912,69,11252,16,95
1673,1674,20120219,경북,2,0,18,6912,69,11252,16,95
1674,1675,20120219,광주,1,0,21,6901,64,7504,8,0
1675,1676,20120219,광주,2,1,21,6901,64,7504,8,0
1676,1677,20120219,대구,1,3,12,6449,107,14050,6,0
1677,1678,20120219,대구,2,0,12,6449,107,14050,6,0
1678,1679,20120219,대전,1,1,8,5152,33,3283,9,43
1679,1680,20120219,대전,2,0,8,5152,33,3283,9,43
1680,1681,20120219,부산,1,0,27,12781,105,12834,9,0
1681,1682,20120219,부산,2,0,27,12781,105,12834,9,0
1682,1683,20120219,서울,1,3,58,33307,194,16543,42,29
1683,1684,20120219,서울,2,1,58,33307,194,16543,42,29
1684,1685,20120219,세종,1,0,0,0,1,91,1,0
1685,1686,20120219,세종,2,0,0,0,1,91,1,0
1686,1687,20120219,울산,1,0,4,2230,41,4681,6,0
1687,1688,20120219,울산,2,1,4,2230,41,4681,6,0
1688,1689,20120219,인천,1,1,16,6754,45,6025,4,0
1689,1690,20120219,인천,2,2,16,6754,45,6025,4,0
1690,1691,20120219,전남,1,1,22,6686,64,8256,6,31
1691,1692,20120219,전남,2,2,22,6686,64,8256,6,31
1692,1693,20120219,전북,1,1,13,5233,68,8172,3,45
1693,1694,20120219,전북,2,1,13,5233,68,8172,3,45
1694,1695,20120219,제주,1,0,6,2128,6,809,5,12
1695,1696,20120219,제주,2,0,6,2128,6,809,5,12
1696,1697,20120219,충남,1,0,12,4672,43,4669,13,25
1697,1698,20120219,충남,2,0,12,4672,43,4669,13,25
1698,1699,20120219,충북,1,0,11,4090,35,4407,8,87
1699,1700,20120219,충북,2,0,11,4090,35,4407,8,87
1700,1701,20120220,강원,1,1,15,5228,37,4843,5,27
1701,1702,20120220,강원,2,1,15,5228,37,4843,5,27
1702,1703,20120220,경기,1,5,55,21580,245,26303,31,244
1703,1704,20120220,경기,2,4,55,21580,245,26303,31,244
1704,1705,20120220,경남,1,2,24,8372,117,16130,10,25
1705,1706,20120220,경남,2,3,24,8372,117,16130,10,25
1706,1707,20120220,경북,1,1,18,6912,69,11252,16,95
1707,1708,20120220,경북,2,1,18,6912,69,11252,16,95
1708,1709,20120220,광주,1,0,21,6901,64,7504,8,0
1709,1710,20120220,광주,2,0,21,6901,64,7504,8,0
1710,1711,20120220,대구,1,0,12,6449,107,14050,6,0
1711,1712,20120220,대구,2,1,12,6449,107,14050,6,0
1712,1713,20120220,대전,1,0,8,5152,33,3283,9,43
1713,1714,20120220,대전,2,1,8,5152,33,3283,9,43
1714,1715,20120220,부산,1,2,27,12781,105,12834,9,0
1715,1716,20120220,부산,2,1,27,12781,105,12834,9,0
1716,1717,20120220,서울,1,7,58,33307,194,16543,42,29
1717,1718,20120220,서울,2,3,58,33307,194,16543,42,29
1718,1719,20120220,세종,1,0,0,0,1,91,1,0
1719,1720,20120220,세종,2,1,0,0,1,91,1,0
1720,1721,20120220,울산,1,1,4,2230,41,4681,6,0
1721,1722,20120220,울산,2,0,4,2230,41,4681,6,0
1722,1723,20120220,인천,1,2,16,6754,45,6025,4,0
1723,1724,20120220,인천,2,3,16,6754,45,6025,4,0
1724,1725,20120220,전남,1,4,22,6686,64,8256,6,31
1725,1726,20120220,전남,2,5,22,6686,64,8256,6,31
1726,1727,20120220,전북,1,0,13,5233,68,8172,3,45
1727,1728,20120220,전북,2,3,13,5233,68,8172,3,45
1728,1729,20120220,제주,1,0,6,2128,6,809,5,12
1729,1730,20120220,제주,2,0,6,2128,6,809,5,12
1730,1731,20120220,충남,1,3,12,4672,43,4669,13,25
1731,1732,20120220,충남,2,3,12,4672,43,4669,13,25
1732,1733,20120220,충북,1,1,11,4090,35,4407,8,87
1733,1734,20120220,충북,2,2,11,4090,35,4407,8,87
1734,1735,20120221,강원,1,1,15,5228,37,4843,5,27
1735,1736,20120221,강원,2,0,15,5228,37,4843,5,27
1736,1737,20120221,경기,1,7,55,21580,245,26303,31,244
1737,1738,20120221,경기,2,3,55,21580,245,26303,31,244
1738,1739,20120221,경남,1,2,24,8372,117,16130,10,25
1739,1740,20120221,경남,2,3,24,8372,117,16130,10,25
1740,1741,20120221,경북,1,4,18,6912,69,11252,16,95
1741,1742,20120221,경북,2,2,18,6912,69,11252,16,95
1742,1743,20120221,광주,1,0,21,6901,64,7504,8,0
1743,1744,20120221,광주,2,1,21,6901,64,7504,8,0
1744,1745,20120221,대구,1,0,12,6449,107,14050,6,0
1745,1746,20120221,대구,2,2,12,6449,107,14050,6,0
1746,1747,20120221,대전,1,1,8,5152,33,3283,9,43
1747,1748,20120221,대전,2,0,8,5152,33,3283,9,43
1748,1749,20120221,부산,1,1,27,12781,105,12834,9,0
1749,1750,20120221,부산,2,0,27,12781,105,12834,9,0
1750,1751,20120221,서울,1,3,58,33307,194,16543,42,29
1751,1752,20120221,서울,2,2,58,33307,194,16543,42,29
1752,1753,20120221,세종,1,0,0,0,1,91,1,0
1753,1754,20120221,세종,2,0,0,0,1,91,1,0
1754,1755,20120221,울산,1,1,4,2230,41,4681,6,0
1755,1756,20120221,울산,2,2,4,2230,41,4681,6,0
1756,1757,20120221,인천,1,0,16,6754,45,6025,4,0
1757,1758,20120221,인천,2,0,16,6754,45,6025,4,0
1758,1759,20120221,전남,1,5,22,6686,64,8256,6,31
1759,1760,20120221,전남,2,2,22,6686,64,8256,6,31
1760,1761,20120221,전북,1,1,13,5233,68,8172,3,45
1761,1762,20120221,전북,2,2,13,5233,68,8172,3,45
1762,1763,20120221,제주,1,0,6,2128,6,809,5,12
1763,1764,20120221,제주,2,0,6,2128,6,809,5,12
1764,1765,20120221,충남,1,2,12,4672,43,4669,13,25
1765,1766,20120221,충남,2,2,12,4672,43,4669,13,25
1766,1767,20120221,충북,1,1,11,4090,35,4407,8,87
1767,1768,20120221,충북,2,1,11,4090,35,4407,8,87
1768,1769,20120222,강원,1,1,15,5228,37,4843,5,27
1769,1770,20120222,강원,2,1,15,5228,37,4843,5,27
1770,1771,20120222,경기,1,5,55,21580,245,26303,31,244
1771,1772,20120222,경기,2,9,55,21580,245,26303,31,244
1772,1773,20120222,경남,1,0,24,8372,117,16130,10,25
1773,1774,20120222,경남,2,5,24,8372,117,16130,10,25
1774,1775,20120222,경북,1,3,18,6912,69,11252,16,95
1775,1776,20120222,경북,2,4,18,6912,69,11252,16,95
1776,1777,20120222,광주,1,1,21,6901,64,7504,8,0
1777,1778,20120222,광주,2,0,21,6901,64,7504,8,0
1778,1779,20120222,대구,1,0,12,6449,107,14050,6,0
1779,1780,20120222,대구,2,0,12,6449,107,14050,6,0
1780,1781,20120222,대전,1,0,8,5152,33,3283,9,43
1781,1782,20120222,대전,2,1,8,5152,33,3283,9,43
1782,1783,20120222,부산,1,6,27,12781,105,12834,9,0
1783,1784,20120222,부산,2,2,27,12781,105,12834,9,0
1784,1785,20120222,서울,1,2,58,33307,194,16543,42,29
1785,1786,20120222,서울,2,4,58,33307,194,16543,42,29
1786,1787,20120222,세종,1,0,0,0,1,91,1,0
1787,1788,20120222,세종,2,0,0,0,1,91,1,0
1788,1789,20120222,울산,1,1,4,2230,41,4681,6,0
1789,1790,20120222,울산,2,1,4,2230,41,4681,6,0
1790,1791,20120222,인천,1,3,16,6754,45,6025,4,0
1791,1792,20120222,인천,2,0,16,6754,45,6025,4,0
1792,1793,20120222,전남,1,0,22,6686,64,8256,6,31
1793,1794,20120222,전남,2,2,22,6686,64,8256,6,31
1794,1795,20120222,전북,1,2,13,5233,68,8172,3,45
1795,1796,20120222,전북,2,2,13,5233,68,8172,3,45
1796,1797,20120222,제주,1,1,6,2128,6,809,5,12
1797,1798,20120222,제주,2,0,6,2128,6,809,5,12
1798,1799,20120222,충남,1,1,12,4672,43,4669,13,25
1799,1800,20120222,충남,2,0,12,4672,43,4669,13,25
1800,1801,20120222,충북,1,2,11,4090,35,4407,8,87
1801,1802,20120222,충북,2,1,11,4090,35,4407,8,87
1802,1803,20120223,강원,1,0,15,5228,37,4843,5,27
1803,1804,20120223,강원,2,1,15,5228,37,4843,5,27
1804,1805,20120223,경기,1,11,55,21580,245,26303,31,244
1805,1806,20120223,경기,2,4,55,21580,245,26303,31,244
1806,1807,20120223,경남,1,0,24,8372,117,16130,10,25
1807,1808,20120223,경남,2,3,24,8372,117,16130,10,25
1808,1809,20120223,경북,1,0,18,6912,69,11252,16,95
1809,1810,20120223,경북,2,3,18,6912,69,11252,16,95
1810,1811,20120223,광주,1,1,21,6901,64,7504,8,0
1811,1812,20120223,광주,2,2,21,6901,64,7504,8,0
1812,1813,20120223,대구,1,1,12,6449,107,14050,6,0
1813,1814,20120223,대구,2,1,12,6449,107,14050,6,0
1814,1815,20120223,대전,1,2,8,5152,33,3283,9,43
1815,1816,20120223,대전,2,0,8,5152,33,3283,9,43
1816,1817,20120223,부산,1,5,27,12781,105,12834,9,0
1817,1818,20120223,부산,2,1,27,12781,105,12834,9,0
1818,1819,20120223,서울,1,1,58,33307,194,16543,42,29
1819,1820,20120223,서울,2,2,58,33307,194,16543,42,29
1820,1821,20120223,세종,1,0,0,0,1,91,1,0
1821,1822,20120223,세종,2,0,0,0,1,91,1,0
1822,1823,20120223,울산,1,1,4,2230,41,4681,6,0
1823,1824,20120223,울산,2,0,4,2230,41,4681,6,0
1824,1825,20120223,인천,1,2,16,6754,45,6025,4,0
1825,1826,20120223,인천,2,0,16,6754,45,6025,4,0
1826,1827,20120223,전남,1,0,22,6686,64,8256,6,31
1827,1828,20120223,전남,2,3,22,6686,64,8256,6,31
1828,1829,20120223,전북,1,1,13,5233,68,8172,3,45
1829,1830,20120223,전북,2,1,13,5233,68,8172,3,45
1830,1831,20120223,제주,1,0,6,2128,6,809,5,12
1831,1832,20120223,제주,2,0,6,2128,6,809,5,12
1832,1833,20120223,충남,1,3,12,4672,43,4669,13,25
1833,1834,20120223,충남,2,3,12,4672,43,4669,13,25
1834,1835,20120223,충북,1,0,11,4090,35,4407,8,87
1835,1836,20120223,충북,2,0,11,4090,35,4407,8,87
1836,1837,20120224,강원,1,0,15,5228,37,4843,5,27
1837,1838,20120224,강원,2,3,15,5228,37,4843,5,27
1838,1839,20120224,경기,1,4,55,21580,245,26303,31,244
1839,1840,20120224,경기,2,2,55,21580,245,26303,31,244
1840,1841,20120224,경남,1,2,24,8372,117,16130,10,25
1841,1842,20120224,경남,2,2,24,8372,117,16130,10,25
1842,1843,20120224,경북,1,2,18,6912,69,11252,16,95
1843,1844,20120224,경북,2,3,18,6912,69,11252,16,95
1844,1845,20120224,광주,1,1,21,6901,64,7504,8,0
1845,1846,20120224,광주,2,1,21,6901,64,7504,8,0
1846,1847,20120224,대구,1,1,12,6449,107,14050,6,0
1847,1848,20120224,대구,2,2,12,6449,107,14050,6,0
1848,1849,20120224,대전,1,0,8,5152,33,3283,9,43
1849,1850,20120224,대전,2,0,8,5152,33,3283,9,43
1850,1851,20120224,부산,1,3,27,12781,105,12834,9,0
1851,1852,20120224,부산,2,1,27,12781,105,12834,9,0
1852,1853,20120224,서울,1,0,58,33307,194,16543,42,29
1853,1854,20120224,서울,2,4,58,33307,194,16543,42,29
1854,1855,20120224,세종,1,0,0,0,1,91,1,0
1855,1856,20120224,세종,2,0,0,0,1,91,1,0
1856,1857,20120224,울산,1,0,4,2230,41,4681,6,0
1857,1858,20120224,울산,2,1,4,2230,41,4681,6,0
1858,1859,20120224,인천,1,1,16,6754,45,6025,4,0
1859,1860,20120224,인천,2,1,16,6754,45,6025,4,0
1860,1861,20120224,전남,1,3,22,6686,64,8256,6,31
1861,1862,20120224,전남,2,0,22,6686,64,8256,6,31
1862,1863,20120224,전북,1,2,13,5233,68,8172,3,45
1863,1864,20120224,전북,2,1,13,5233,68,8172,3,45
1864,1865,20120224,제주,1,0,6,2128,6,809,5,12
1865,1866,20120224,제주,2,1,6,2128,6,809,5,12
1866,1867,20120224,충남,1,3,12,4672,43,4669,13,25
1867,1868,20120224,충남,2,2,12,4672,43,4669,13,25
1868,1869,20120224,충북,1,1,11,4090,35,4407,8,87
1869,1870,20120224,충북,2,4,11,4090,35,4407,8,87
1870,1871,20120225,강원,1,1,15,5228,37,4843,5,27
1871,1872,20120225,강원,2,3,15,5228,37,4843,5,27
1872,1873,20120225,경기,1,2,55,21580,245,26303,31,244
1873,1874,20120225,경기,2,4,55,21580,245,26303,31,244
1874,1875,20120225,경남,1,0,24,8372,117,16130,10,25
1875,1876,20120225,경남,2,1,24,8372,117,16130,10,25
1876,1877,20120225,경북,1,0,18,6912,69,11252,16,95
1877,1878,20120225,경북,2,1,18,6912,69,11252,16,95
1878,1879,20120225,광주,1,0,21,6901,64,7504,8,0
1879,1880,20120225,광주,2,1,21,6901,64,7504,8,0
1880,1881,20120225,대구,1,2,12,6449,107,14050,6,0
1881,1882,20120225,대구,2,1,12,6449,107,14050,6,0
1882,1883,20120225,대전,1,0,8,5152,33,3283,9,43
1883,1884,20120225,대전,2,2,8,5152,33,3283,9,43
1884,1885,20120225,부산,1,1,27,12781,105,12834,9,0
1885,1886,20120225,부산,2,2,27,12781,105,12834,9,0
1886,1887,20120225,서울,1,4,58,33307,194,16543,42,29
1887,1888,20120225,서울,2,1,58,33307,194,16543,42,29
1888,1889,20120225,세종,1,0,0,0,1,91,1,0
1889,1890,20120225,세종,2,0,0,0,1,91,1,0
1890,1891,20120225,울산,1,1,4,2230,41,4681,6,0
1891,1892,20120225,울산,2,0,4,2230,41,4681,6,0
1892,1893,20120225,인천,1,2,16,6754,45,6025,4,0
1893,1894,20120225,인천,2,2,16,6754,45,6025,4,0
1894,1895,20120225,전남,1,1,22,6686,64,8256,6,31
1895,1896,20120225,전남,2,0,22,6686,64,8256,6,31
1896,1897,20120225,전북,1,3,13,5233,68,8172,3,45
1897,1898,20120225,전북,2,0,13,5233,68,8172,3,45
1898,1899,20120225,제주,1,1,6,2128,6,809,5,12
1899,1900,20120225,제주,2,0,6,2128,6,809,5,12
1900,1901,20120225,충남,1,2,12,4672,43,4669,13,25
1901,1902,20120225,충남,2,0,12,4672,43,4669,13,25
1902,1903,20120225,충북,1,2,11,4090,35,4407,8,87
1903,1904,20120225,충북,2,2,11,4090,35,4407,8,87
1904,1905,20120226,강원,1,0,15,5228,37,4843,5,27
1905,1906,20120226,강원,2,1,15,5228,37,4843,5,27
1906,1907,20120226,경기,1,7,55,21580,245,26303,31,244
1907,1908,20120226,경기,2,1,55,21580,245,26303,31,244
1908,1909,20120226,경남,1,1,24,8372,117,16130,10,25
1909,1910,20120226,경남,2,2,24,8372,117,16130,10,25
1910,1911,20120226,경북,1,3,18,6912,69,11252,16,95
1911,1912,20120226,경북,2,1,18,6912,69,11252,16,95
1912,1913,20120226,광주,1,0,21,6901,64,7504,8,0
1913,1914,20120226,광주,2,0,21,6901,64,7504,8,0
1914,1915,20120226,대구,1,2,12,6449,107,14050,6,0
1915,1916,20120226,대구,2,0,12,6449,107,14050,6,0
1916,1917,20120226,대전,1,1,8,5152,33,3283,9,43
1917,1918,20120226,대전,2,1,8,5152,33,3283,9,43
1918,1919,20120226,부산,1,1,27,12781,105,12834,9,0
1919,1920,20120226,부산,2,1,27,12781,105,12834,9,0
1920,1921,20120226,서울,1,4,58,33307,194,16543,42,29
1921,1922,20120226,서울,2,2,58,33307,194,16543,42,29
1922,1923,20120226,세종,1,0,0,0,1,91,1,0
1923,1924,20120226,세종,2,0,0,0,1,91,1,0
1924,1925,20120226,울산,1,0,4,2230,41,4681,6,0
1925,1926,20120226,울산,2,0,4,2230,41,4681,6,0
1926,1927,20120226,인천,1,0,16,6754,45,6025,4,0
1927,1928,20120226,인천,2,2,16,6754,45,6025,4,0
1928,1929,20120226,전남,1,0,22,6686,64,8256,6,31
1929,1930,20120226,전남,2,1,22,6686,64,8256,6,31
1930,1931,20120226,전북,1,0,13,5233,68,8172,3,45
1931,1932,20120226,전북,2,2,13,5233,68,8172,3,45
1932,1933,20120226,제주,1,0,6,2128,6,809,5,12
1933,1934,20120226,제주,2,0,6,2128,6,809,5,12
1934,1935,20120226,충남,1,1,12,4672,43,4669,13,25
1935,1936,20120226,충남,2,0,12,4672,43,4669,13,25
1936,1937,20120226,충북,1,0,11,4090,35,4407,8,87
1937,1938,20120226,충북,2,2,11,4090,35,4407,8,87
1938,1939,20120227,강원,1,1,15,5228,37,4843,5,27
1939,1940,20120227,강원,2,1,15,5228,37,4843,5,27
1940,1941,20120227,경기,1,4,55,21580,245,26303,31,244
1941,1942,20120227,경기,2,2,55,21580,245,26303,31,244
1942,1943,20120227,경남,1,3,24,8372,117,16130,10,25
1943,1944,20120227,경남,2,2,24,8372,117,16130,10,25
1944,1945,20120227,경북,1,2,18,6912,69,11252,16,95
1945,1946,20120227,경북,2,2,18,6912,69,11252,16,95
1946,1947,20120227,광주,1,0,21,6901,64,7504,8,0
1947,1948,20120227,광주,2,1,21,6901,64,7504,8,0
1948,1949,20120227,대구,1,0,12,6449,107,14050,6,0
1949,1950,20120227,대구,2,1,12,6449,107,14050,6,0
1950,1951,20120227,대전,1,1,8,5152,33,3283,9,43
1951,1952,20120227,대전,2,2,8,5152,33,3283,9,43
1952,1953,20120227,부산,1,4,27,12781,105,12834,9,0
1953,1954,20120227,부산,2,3,27,12781,105,12834,9,0
1954,1955,20120227,서울,1,6,58,33307,194,16543,42,29
1955,1956,20120227,서울,2,3,58,33307,194,16543,42,29
1956,1957,20120227,세종,1,0,0,0,1,91,1,0
1957,1958,20120227,세종,2,0,0,0,1,91,1,0
1958,1959,20120227,울산,1,1,4,2230,41,4681,6,0
1959,1960,20120227,울산,2,0,4,2230,41,4681,6,0
1960,1961,20120227,인천,1,2,16,6754,45,6025,4,0
1961,1962,20120227,인천,2,1,16,6754,45,6025,4,0
1962,1963,20120227,전남,1,1,22,6686,64,8256,6,31
1963,1964,20120227,전남,2,0,22,6686,64,8256,6,31
1964,1965,20120227,전북,1,1,13,5233,68,8172,3,45
1965,1966,20120227,전북,2,1,13,5233,68,8172,3,45
1966,1967,20120227,제주,1,0,6,2128,6,809,5,12
1967,1968,20120227,제주,2,0,6,2128,6,809,5,12
1968,1969,20120227,충남,1,0,12,4672,43,4669,13,25
1969,1970,20120227,충남,2,1,12,4672,43,4669,13,25
1970,1971,20120227,충북,1,0,11,4090,35,4407,8,87
1971,1972,20120227,충북,2,0,11,4090,35,4407,8,87
1972,1973,20120228,강원,1,1,15,5228,37,4843,5,27
1973,1974,20120228,강원,2,3,15,5228,37,4843,5,27
1974,1975,20120228,경기,1,9,55,21580,245,26303,31,244
1975,1976,20120228,경기,2,5,55,21580,245,26303,31,244
1976,1977,20120228,경남,1,3,24,8372,117,16130,10,25
1977,1978,20120228,경남,2,3,24,8372,117,16130,10,25
1978,1979,20120228,경북,1,3,18,6912,69,11252,16,95
1979,1980,20120228,경북,2,2,18,6912,69,11252,16,95
1980,1981,20120228,광주,1,1,21,6901,64,7504,8,0
1981,1982,20120228,광주,2,1,21,6901,64,7504,8,0
1982,1983,20120228,대구,1,1,12,6449,107,14050,6,0
1983,1984,20120228,대구,2,1,12,6449,107,14050,6,0
1984,1985,20120228,대전,1,1,8,5152,33,3283,9,43
1985,1986,20120228,대전,2,3,8,5152,33,3283,9,43
1986,1987,20120228,부산,1,3,27,12781,105,12834,9,0
1987,1988,20120228,부산,2,1,27,12781,105,12834,9,0
1988,1989,20120228,서울,1,1,58,33307,194,16543,42,29
1989,1990,20120228,서울,2,5,58,33307,194,16543,42,29
1990,1991,20120228,세종,1,0,0,0,1,91,1,0
1991,1992,20120228,세종,2,0,0,0,1,91,1,0
1992,1993,20120228,울산,1,1,4,2230,41,4681,6,0
1993,1994,20120228,울산,2,1,4,2230,41,4681,6,0
1994,1995,20120228,인천,1,0,16,6754,45,6025,4,0
1995,1996,20120228,인천,2,0,16,6754,45,6025,4,0
1996,1997,20120228,전남,1,2,22,6686,64,8256,6,31
1997,1998,20120228,전남,2,3,22,6686,64,8256,6,31
1998,1999,20120228,전북,1,1,13,5233,68,8172,3,45
1999,2000,20120228,전북,2,1,13,5233,68,8172,3,45
2000,2001,20120228,제주,1,0,6,2128,6,809,5,12
2001,2002,20120228,제주,2,0,6,2128,6,809,5,12
2002,2003,20120228,충남,1,0,12,4672,43,4669,13,25
2003,2004,20120228,충남,2,1,12,4672,43,4669,13,25
2004,2005,20120228,충북,1,2,11,4090,35,4407,8,87
2005,2006,20120228,충북,2,0,11,4090,35,4407,8,87
2006,2007,20120229,강원,1,0,15,5228,37,4843,5,27
2007,2008,20120229,강원,2,3,15,5228,37,4843,5,27
2008,2009,20120229,경기,1,5,55,21580,245,26303,31,244
2009,2010,20120229,경기,2,8,55,21580,245,26303,31,244
2010,2011,20120229,경남,1,1,24,8372,117,16130,10,25
2011,2012,20120229,경남,2,0,24,8372,117,16130,10,25
2012,2013,20120229,경북,1,1,18,6912,69,11252,16,95
2013,2014,20120229,경북,2,1,18,6912,69,11252,16,95
2014,2015,20120229,광주,1,0,21,6901,64,7504,8,0
2015,2016,20120229,광주,2,1,21,6901,64,7504,8,0
2016,2017,20120229,대구,1,0,12,6449,107,14050,6,0
2017,2018,20120229,대구,2,1,12,6449,107,14050,6,0
2018,2019,20120229,대전,1,0,8,5152,33,3283,9,43
2019,2020,20120229,대전,2,0,8,5152,33,3283,9,43
2020,2021,20120229,부산,1,1,27,12781,105,12834,9,0
2021,2022,20120229,부산,2,1,27,12781,105,12834,9,0
2022,2023,20120229,서울,1,4,58,33307,194,16543,42,29
2023,2024,20120229,서울,2,4,58,33307,194,16543,42,29
2024,2025,20120229,세종,1,0,0,0,1,91,1,0
2025,2026,20120229,세종,2,0,0,0,1,91,1,0
2026,2027,20120229,울산,1,0,4,2230,41,4681,6,0
2027,2028,20120229,울산,2,0,4,2230,41,4681,6,0
2028,2029,20120229,인천,1,2,16,6754,45,6025,4,0
2029,2030,20120229,인천,2,1,16,6754,45,6025,4,0
2030,2031,20120229,전남,1,1,22,6686,64,8256,6,31
2031,2032,20120229,전남,2,2,22,6686,64,8256,6,31
2032,2033,20120229,전북,1,2,13,5233,68,8172,3,45
2033,2034,20120229,전북,2,1,13,5233,68,8172,3,45
2034,2035,20120229,제주,1,0,6,2128,6,809,5,12
2035,2036,20120229,제주,2,0,6,2128,6,809,5,12
2036,2037,20120229,충남,1,0,12,4672,43,4669,13,25
2037,2038,20120229,충남,2,0,12,4672,43,4669,13,25
2038,2039,20120229,충북,1,1,11,4090,35,4407,8,87
2039,2040,20120229,충북,2,2,11,4090,35,4407,8,87
2040,2041,20120301,강원,1,0,15,5228,37,4843,5,27
2041,2042,20120301,강원,2,1,15,5228,37,4843,5,27
2042,2043,20120301,경기,1,3,55,21580,245,26303,31,244
2043,2044,20120301,경기,2,5,55,21580,245,26303,31,244
2044,2045,20120301,경남,1,2,24,8372,117,16130,10,25
2045,2046,20120301,경남,2,2,24,8372,117,16130,10,25
2046,2047,20120301,경북,1,4,18,6912,69,11252,16,95
2047,2048,20120301,경북,2,2,18,6912,69,11252,16,95
2048,2049,20120301,광주,1,1,21,6901,64,7504,8,0
2049,2050,20120301,광주,2,0,21,6901,64,7504,8,0
2050,2051,20120301,대구,1,0,12,6449,107,14050,6,0
2051,2052,20120301,대구,2,1,12,6449,107,14050,6,0
2052,2053,20120301,대전,1,1,8,5152,33,3283,9,43
2053,2054,20120301,대전,2,2,8,5152,33,3283,9,43
2054,2055,20120301,부산,1,0,27,12781,105,12834,9,0
2055,2056,20120301,부산,2,2,27,12781,105,12834,9,0
2056,2057,20120301,서울,1,5,58,33307,194,16543,42,29
2057,2058,20120301,서울,2,3,58,33307,194,16543,42,29
2058,2059,20120301,세종,1,0,0,0,1,91,1,0
2059,2060,20120301,세종,2,0,0,0,1,91,1,0
2060,2061,20120301,울산,1,0,4,2230,41,4681,6,0
2061,2062,20120301,울산,2,0,4,2230,41,4681,6,0
2062,2063,20120301,인천,1,2,16,6754,45,6025,4,0
2063,2064,20120301,인천,2,2,16,6754,45,6025,4,0
2064,2065,20120301,전남,1,1,22,6686,64,8256,6,31
2065,2066,20120301,전남,2,1,22,6686,64,8256,6,31
2066,2067,20120301,전북,1,3,13,5233,68,8172,3,45
2067,2068,20120301,전북,2,1,13,5233,68,8172,3,45
2068,2069,20120301,제주,1,0,6,2128,6,809,5,12
2069,2070,20120301,제주,2,0,6,2128,6,809,5,12
2070,2071,20120301,충남,1,1,12,4672,43,4669,13,25
2071,2072,20120301,충남,2,1,12,4672,43,4669,13,25
2072,2073,20120301,충북,1,1,11,4090,35,4407,8,87
2073,2074,20120301,충북,2,1,11,4090,35,4407,8,87
2074,2075,20120302,강원,1,1,15,5228,37,4843,5,27
2075,2076,20120302,강원,2,2,15,5228,37,4843,5,27
2076,2077,20120302,경기,1,9,55,21580,245,26303,31,244
2077,2078,20120302,경기,2,5,55,21580,245,26303,31,244
2078,2079,20120302,경남,1,2,24,8372,117,16130,10,25
2079,2080,20120302,경남,2,6,24,8372,117,16130,10,25
2080,2081,20120302,경북,1,2,18,6912,69,11252,16,95
2081,2082,20120302,경북,2,2,18,6912,69,11252,16,95
2082,2083,20120302,광주,1,0,21,6901,64,7504,8,0
2083,2084,20120302,광주,2,1,21,6901,64,7504,8,0
2084,2085,20120302,대구,1,0,12,6449,107,14050,6,0
2085,2086,20120302,대구,2,2,12,6449,107,14050,6,0
2086,2087,20120302,대전,1,0,8,5152,33,3283,9,43
2087,2088,20120302,대전,2,0,8,5152,33,3283,9,43
2088,2089,20120302,부산,1,4,27,12781,105,12834,9,0
2089,2090,20120302,부산,2,0,27,12781,105,12834,9,0
2090,2091,20120302,서울,1,5,58,33307,194,16543,42,29
2091,2092,20120302,서울,2,3,58,33307,194,16543,42,29
2092,2093,20120302,세종,1,0,0,0,1,91,1,0
2093,2094,20120302,세종,2,0,0,0,1,91,1,0
2094,2095,20120302,울산,1,0,4,2230,41,4681,6,0
2095,2096,20120302,울산,2,0,4,2230,41,4681,6,0
2096,2097,20120302,인천,1,0,16,6754,45,6025,4,0
2097,2098,20120302,인천,2,0,16,6754,45,6025,4,0
2098,2099,20120302,전남,1,2,22,6686,64,8256,6,31
2099,2100,20120302,전남,2,2,22,6686,64,8256,6,31
2100,2101,20120302,전북,1,2,13,5233,68,8172,3,45
